year,country_name,gdp_growth,gdp_usd,military_spendings_growth,military_spendings_usd,energy_use,gni_usd,gni_growth
2011,India,5.24,1823050000000,2.70,49633815794.00,577.99,1807020000000,5.45
2011,Mexico,3.66,1180490000000,0.47,5498458542.00,1587.07,1161740000000,3.23
2011,South Africa,3.17,458202000000,1.10,4594154078.00,2716.68,447482000000,2.75
2011,China,9.55,7551500000000,1.67,125286000000.00,2085.08,7481120000000,9.00
2011,World,3.34,73671500000000,2.41,1750480000000.00,1881.48,73593600000000,3.26
2012,Germany,0.42,3527140000000,1.24,43798225349.00,3876.95,3611770000000,0.26
2012,France,0.31,2683670000000,1.87,50216507403.00,3836.66,2742350000000,-0.14
2012,Italy,-2.98,2086960000000,1.43,29781008205.00,2709.30,2084410000000,-2.86
2012,Japan,1.37,6272360000000,0.97,60011530195.00,3537.36,6445540000000,1.23
2012,Canada,1.76,1828370000000,1.12,20452107111.00,7733.41,1795920000000,1.89
2012,Russian Federation,4.02,2208300000000,3.69,81469399931.00,5167.01,2140630000000,3.89
2012,United States,2.25,16197000000000,4.48,725205000000.00,6872.03,16675600000000,2.16
2012,United Kingdom,1.47,2719160000000,2.42,65452487554.00,3042.86,2691110000000,0.10
2012,Brazil,1.92,2465230000000,1.38,33987005074.00,1413.73,2403720000000,2.00
2012,India,5.46,1827640000000,2.62,47216920048.00,599.16,1806180000000,5.14
2012,Mexico,3.64,1201090000000,0.48,5717035575.00,1634.70,1177890000000,3.30
2012,South Africa,2.40,434401000000,1.13,4489590096.00,2636.68,423517000000,2.26
2012,China,7.86,8532230000000,1.69,145128000000.00,2149.60,8512410000000,8.63
2012,World,2.67,75311600000000,2.37,1757750000000.00,1891.70,75457300000000,2.65
2013,Germany,0.44,3733800000000,1.19,44242647303.00,3939.53,3820260000000,0.36
2013,France,0.58,2811880000000,1.85,52001462448.00,3833.53,2874860000000,0.64
2013,Italy,-1.84,2141920000000,1.40,29957445905.00,2579.47,2138210000000,-1.89
2013,Japan,2.01,5212330000000,0.95,49023932407.00,3567.63,5391610000000,2.66
2013,Canada,2.33,1846600000000,1.00,18515731210.00,7743.73,1818470000000,2.59
2013,Russian Federation,1.76,2292470000000,3.85,88352896464.00,5078.63,2212870000000,1.34
2013,United States,1.84,16784800000000,4.05,679229000000.00,6905.60,17188300000000,1.78
2013,United Kingdom,1.89,2803290000000,2.29,63837724855.00,2987.70,2746460000000,0.87
2013,Brazil,3.00,2472820000000,1.33,32874787231.00,1461.08,2438460000000,4.19
2013,India,6.39,1856720000000,2.55,47403528801.00,605.79,1833600000000,6.31
2013,Mexico,1.35,1274440000000,0.51,6473144378.00,1616.61,1237370000000,0.37
2013,South Africa,2.49,400886000000,1.12,4118208483.00,2602.85,391195000000,2.59
2013,China,7.77,9570410000000,1.70,164070000000.00,2204.24,9492580000000,7.14
2013,World,2.84,77443200000000,2.30,1755590000000.00,1894.11,77447500000000,2.71
2014,Germany,2.21,3889090000000,1.15,44662831168.00,3779.46,3967010000000,1.91
2014,France,0.96,2855960000000,1.86,53134750899.00,3659.09,2917860000000,0.89
2014,Italy,0.00,2162010000000,1.28,27701034335.00,2414.48,2162200000000,0.18
2014,Japan,0.30,4896990000000,0.97,46903466613.00,3470.76,5079020000000,0.56
2014,Canada,2.87,1805750000000,0.99,17853640478.00,7897.86,1776570000000,2.78
2014,Russian Federation,0.74,2059240000000,4.11,84696504653.00,4942.88,1991280000000,0.97
2014,United States,2.53,17527200000000,3.70,647789000000.00,6960.68,18043100000000,2.50
2014,United Kingdom,2.99,3087170000000,2.18,66995468654.00,2777.31,3023240000000,2.93
2014,Brazil,0.50,2456040000000,1.33,32660239369.00,1495.54,2410280000000,0.02
2014,India,7.41,2039130000000,2.54,50914096277.00,636.57,2015020000000,7.49
2014,Mexico,2.85,1315350000000,0.51,6758693845.00,1561.87,1283060000000,3.32
2014,South Africa,1.41,381199000000,1.11,3892485091.00,2695.51,371745000000,1.36
2014,China,7.43,10475700000000,1.73,182109000000.00,2224.35,10489000000000,8.44
2014,World,3.12,79575500000000,2.25,1754190000000.00,1919.99,79794000000000,3.25
2015,Germany,1.49,3357590000000,1.14,38170021071.00,3817.55,3434100000000,1.78
2015,France,1.11,2439190000000,1.87,45647471641.00,3692.02,2491860000000,1.13
2015,Italy,0.78,1836640000000,1.21,22180845070.00,2481.75,1823940000000,0.07
2015,Japan,1.56,4444930000000,0.96,42106103306.00,3428.56,4619770000000,1.83
2015,Canada,0.66,1556510000000,1.15,17937641895.00,7631.34,1532660000000,0.78
2015,Russian Federation,-1.97,1363480000000,4.87,66421822180.00,,1325730000000,-1.21
2015,United States,3.08,18238300000000,3.48,633830000000.00,6804.00,18660900000000,2.95
2015,United Kingdom,2.62,2956570000000,2.05,59990205719.00,2764.52,2886070000000,2.28
2015,Brazil,-3.55,1802210000000,1.37,24617701683.00,,1768300000000,-3.56
2015,India,8.00,2103590000000,2.46,51295483754.00,,2079180000000,8.02
2015,Mexico,3.29,1171870000000,0.47,5468837812.00,1537.26,1141600000000,3.20
2015,South Africa,1.32,346710000000,1.10,3488867948.00,,338767000000,1.50
2015,China,7.04,11061600000000,1.75,196539000000.00,,11008800000000,6.40
2015,World,3.17,75117100000000,2.26,1652930000000.00,,75237300000000,3.09
2016,Germany,2.23,3469850000000,1.15,39855047309.00,,3555930000000,2.45
2016,France,1.10,2472960000000,1.92,47370589553.00,,2525280000000,1.06
2016,Italy,1.29,1877070000000,1.33,25033027895.00,,1882460000000,2.29
2016,Japan,0.75,5003680000000,0.94,46471287714.00,,5177790000000,0.34
2016,Canada,1.00,1527990000000,1.16,17782775543.00,,1509330000000,1.32
2016,Russian Federation,0.19,1276790000000,5.43,69245294553.00,,1241290000000,0.29
2016,United States,1.71,18745100000000,3.42,639856000000.00,,19020500000000,1.74
2016,United Kingdom,2.26,2722850000000,1.98,53327327634.00,,2654620000000,2.14
2016,Brazil,-3.28,1795690000000,1.35,24224746901.00,,1757600000000,-3.52
2016,India,8.26,2294800000000,2.54,56637622641.00,,2247940000000,7.30
2016,Mexico,2.63,1078490000000,0.50,5336875740.00,,1049580000000,2.53
2016,South Africa,0.66,323586000000,1.07,3139312128.00,,315294000000,0.38
2016,China,6.85,11233300000000,1.77,198538000000.00,,11177600000000,6.83
2016,World,2.83,76313200000000,2.22,1649140000000.00,,76290500000000,2.78
2017,Germany,2.68,3690850000000,1.15,42210258091.00,,3778790000000,2.57
2017,France,2.29,2595150000000,1.91,49195662250.00,,2653810000000,2.43
2017,Italy,1.67,1961800000000,1.36,26447892915.00,,1972730000000,1.94
2017,Japan,1.68,4930840000000,0.93,45387031802.00,,5113250000000,1.87
2017,Canada,3.04,1649270000000,1.35,22269696323.00,,1628290000000,2.97
2017,Russian Federation,1.83,1574200000000,4.25,66913033537.00,,1532150000000,1.87
2017,United States,2.33,19543000000000,3.31,646753000000.00,,19893100000000,2.61
2017,United Kingdom,2.13,2699020000000,1.95,51633539217.00,,2664010000000,3.41
2017,Brazil,1.32,2063510000000,1.41,29261833097.00,,2024940000000,1.59
2017,India,6.80,2651470000000,2.53,64559435281.00,,2622800000000,7.82
2017,Mexico,2.11,1158910000000,0.44,5062076646.00,,1128820000000,2.17
2017,South Africa,1.16,381449000000,1.03,3591507613.00,,370873000000,0.91
2017,China,6.95,12310400000000,1.75,210443000000.00,,12294300000000,7.34
2017,World,3.39,81224600000000,2.17,1717980000000.00,,81326600000000,3.56
2018,Germany,1.09,3977290000000,1.17,46423020903.00,,4105200000000,1.90
2018,France,1.87,2790960000000,1.85,51409812839.00,,2855660000000,1.91
2018,Italy,0.93,2091930000000,1.36,28420098438.00,,2115040000000,1.48
2018,Japan,0.56,5036890000000,0.94,46617954864.00,,5228740000000,0.64
2018,Canada,2.78,1725330000000,1.32,22729327580.00,,1696000000000,2.33
2018,Russian Federation,2.81,1657330000000,3.69,61609204756.00,,1616940000000,2.94
2018,United States,3.00,20611900000000,3.32,682491000000.00,,20946800000000,2.92
2018,United Kingdom,1.65,2900790000000,1.95,55680228215.00,,2860060000000,1.54
2018,Brazil,1.78,1916930000000,1.49,28177406872.00,,1863630000000,0.83
2018,India,6.53,2701110000000,2.43,66257801718.00,,2672180000000,6.55
2018,Mexico,2.19,1222410000000,0.48,5839521271.00,,1189350000000,2.06
2018,South Africa,1.49,404842000000,0.98,3622918743.00,,393553000000,1.49
2018,China,6.75,13894800000000,1.74,232531000000.00,,13833800000000,6.42
2018,World,3.27,86274300000000,2.15,1801950000000.00,,86250600000000,3.14
2019,Germany,1.06,3888330000000,1.27,49007512315.00,,4014390000000,1.09
2019,France,1.84,2728870000000,1.85,50118929212.00,,2787420000000,1.68
2019,Italy,0.41,2009380000000,1.32,26380673981.00,,2026750000000,0.17
2019,Japan,0.27,5148780000000,0.94,47609019987.00,,5347810000000,0.33
2019,Canada,1.88,1742020000000,1.28,22204408440.00,,1719640000000,2.32
2019,Russian Federation,2.03,1687450000000,3.83,65201335848.00,,1633930000000,1.26
2019,United States,2.16,21433200000000,3.43,734344000000.00,,21708700000000,1.98
2019,United Kingdom,1.67,2878670000000,2.01,56856133066.00,,2862010000000,2.52
2019,Brazil,1.41,1877820000000,1.41,25906871197.00,,1827530000000,1.52
2019,India,4.04,2870500000000,2.52,71468900524.00,,2843270000000,4.16
2019,Mexico,-0.18,1269430000000,0.52,6650808254.00,,1232520000000,-0.41
2019,South Africa,0.11,387935000000,0.98,3435736037.00,,378251000000,0.39
2019,China,5.95,14279900000000,1.73,240333000000.00,,14239900000000,6.12
2019,World,2.60,87568100000000,2.19,1859930000000.00,,87532700000000,2.67
2020,Germany,-4.57,3846410000000,1.40,52764761199.00,,3953470000000,-4.97
2020,France,-7.86,2630320000000,2.07,52747064858.00,,2671810000000,-8.36
2020,Italy,-8.94,1888710000000,1.57,28921342756.00,,1911920000000,-8.60
2020,Japan,-4.59,5057760000000,1.00,49148557003.00,,,
2020,Canada,-5.23,1645420000000,1.42,22754847129.00,,1627050000000,-5.06
2020,Russian Federation,-2.95,1483500000000,4.26,61712537169.00,,1448700000000,-2.00
2020,United States,-3.40,20953000000000,3.74,778232000000.00,,21286600000000,-3.58
2020,United Kingdom,-9.40,2759800000000,2.25,59238462250.00,,2723170000000,-10.23
2020,Brazil,-4.06,1444730000000,1.44,19736347759.00,,1417070000000,-3.33
2020,India,-7.25,2660250000000,2.88,72887446604.00,,2635410000000,-7.25
2020,Mexico,-8.31,1073920000000,0.57,6116376582.00,,1037040000000,-8.79
2020,South Africa,-6.43,335442000000,1.07,3150828880.00,,329819000000,-5.67
2020,China,2.35,14722700000000,1.75,252304000000.00,,14618300000000,1.91
2020,World,-3.29,84747000000000,2.36,1928850000000.00,,84747300000000,-3.36
2021,Germany,,,,,,,
2021,France,,,,,,,
2021,Italy,,,,,,,
2021,Japan,,,,,,,
2021,Canada,,,,,,,
2021,Russian Federation,,,,,,,
2021,United States,,,,,,,
2021,United Kingdom,,,,,,,
2021,Brazil,,,,,,,
2021,India,,,,,,,
2021,Mexico,,,,,,,
2021,South Africa,,,,,,,
2021,China,,,,,,,
2021,World,,,,,,,
