year,country_name,gdp_growth,gdp_usd,military_spendings_growth,military_spendings_usd,energy_use,gni_growth,gni_usd,national_income_growth,national_income_usd
2016,France,1.10,2472964344587.17,1.92,47370589552.63,,1.06,2525276585700.01,1.23,2.08062E+12
2016,Italy,1.29,1877071687633.78,1.33,25033027894.68,,2.29,1882461088199.89,3.86,1.54803E+12
2016,Japan,0.75,5003677627544.24,0.94,46471287714.25,,0.34,5177794688417.20,0.87,3.98849E+12
2016,Canada,1.00,1527994741907.43,1.16,17782775543.07,,1.32,1509327936731.45,0.64,1.23915E+12
2016,Russian Federation,0.19,1276786979221.81,5.43,69245294552.85,,0.29,1241290379222.41,-3.69,1.01196E+12
2016,United States,1.71,18745075687000.00,3.42,639856443000.00,,1.74,19020479000000.00,0.99,1.60418E+13
2016,United Kingdom,2.26,2722851958486.23,1.98,53327327634.38,,2.14,2654615868380.82,2.12,2.23319E+12
2016,Brazil,-3.28,1795693265810.23,1.35,24224746901.47,,-3.52,1757596906008.68,-3.56,1.59645E+12
2016,India,8.26,2294797980509.01,2.54,56637622640.87,,7.30,2247940124045.80,7.47,1.99445E+12
2016,Mexico,2.63,1078490651625.31,0.50,5336875740.46,,2.53,1049583160881.05,2.09,8.5163E+11
2016,South Africa,0.66,323585509674.48,1.07,3139312128.42,,0.38,315294078694.39,-0.20,2.41507E+11
2016,China,6.85,11233276536744.70,1.77,198538361427.55,,6.83,11177576943336.60,7.60,9.18543E+12
2016,World,2.83,76313195980325.60,2.22,1649136733237.66,,2.78,76290457203130.00,2.65,6.34002E+13
2017,Germany,2.68,3690849152517.65,1.15,42210258091.05,,2.57,3778789183700.01,2.05,3.102E+12
2017,France,2.29,2595151045197.65,1.91,49195662250.32,,2.43,2653805221561.18,1.73,2.18581E+12
2017,Italy,1.67,1961796197354.36,1.36,26447892915.43,,1.94,1972734900186.12,1.55,1.62621E+12
2017,Japan,1.68,4930837369151.42,0.93,45387031801.87,,1.87,5113251596855.53,1.81,3.95851E+12
2017,Canada,3.04,1649265644244.09,1.35,22269696323.32,,2.97,1628291572163.23,5.11,1.35079E+12
2017,Russian Federation,1.83,1574199387070.90,4.25,66913033536.78,,1.87,1532146087071.58,3.12,1.23467E+12
2017,United States,2.33,19542979183000.00,3.31,646752927000.00,,2.61,19893073000000.00,2.61,1.66833E+13
2017,United Kingdom,2.13,2699016715111.39,1.95,51633539217.16,,3.41,2664014258149.29,2.77,2.22914E+12
2017,Brazil,1.32,2063514688761.98,1.41,29261833096.67,,1.59,2024937157759.68,2.92,1.83286E+12
2017,India,6.80,2651472946374.91,2.53,64559435280.69,,7.82,2622799774505.90,8.66,2.32205E+12
2017,Mexico,2.11,1158913035796.37,0.44,5062076645.82,,2.17,1128823076215.89,2.69,9.08861E+11
2017,South Africa,1.16,381448814653.46,1.03,3591507613.37,,0.91,370872982190.21,2.56,2.85772E+11
2017,China,6.95,12310409370894.20,1.75,210443034740.97,,7.34,12294278570160.40,7.15,1.01989E+13
2017,World,3.39,81224639219699.20,2.17,1717984424980.38,,3.56,81326596674463.70,3.71,6.75058E+13
2018,Germany,1.09,3977289455388.23,1.17,46423020903.41,,1.90,4105202181208.62,1.49,3.33812E+12
2018,France,1.87,2790956878746.66,1.85,51409812838.59,,1.91,2855661376338.82,1.56,2.34085E+12
2018,Italy,0.93,2091932426266.98,1.36,28420098438.44,,1.48,2115036620296.78,1.67,1.74547E+12
2018,Japan,0.56,5036891740656.35,0.94,46617954863.95,,0.64,5228740953171.49,-0.89,4.02155E+12
2018,Canada,2.78,1725329192783.02,1.32,22729327580.34,,2.33,1695996608536.10,1.83,1.3988E+12
2018,Russian Federation,2.81,1657328865709.99,3.69,61609204756.42,,2.94,1616936975710.13,5.44,1.28605E+12
2018,United States,3.00,20611860934000.00,3.32,682491400000.00,,2.92,20946778000000.00,2.72,1.7499E+13
2018,United Kingdom,1.65,2900791442554.06,1.95,55680228214.99,,1.54,2860062056365.28,1.15,2.3816E+12
2018,Brazil,1.78,1916933708381.89,1.49,28177406872.26,,0.83,1863630803617.06,1.17,1.6445E+12
2018,India,6.53,2701111782775.03,2.43,66257801718.28,,6.55,2672176417222.40,5.88,2.37076E+12
2018,Mexico,2.19,1222408203104.30,0.48,5839521271.02,,2.06,1189348943427.40,1.82,9.49044E+11
2018,South Africa,1.49,404842116738.07,0.98,3622918742.55,,1.49,393553305427.73,0.65,2.99491E+11
2018,China,6.75,13894817549380.30,1.74,232530595985.27,,6.42,13833789298669.90,4.17,1.13891E+13
2018,World,3.27,86274296671018.80,2.15,1801948433102.08,,3.14,86250555749879.40,2.54,7.12964E+13
2019,Germany,1.06,3888326788627.44,1.27,49007512315.27,,1.09,4014394171599.99,0.97,3.24837E+12
2019,France,1.84,2728870246705.88,1.85,50118929211.93,,1.68,2787416524619.60,1.66,2.2679E+12
2019,Italy,0.41,2009383867307.45,1.32,26380673981.19,,0.17,2026751394852.55,0.36,1.66615E+12
2019,Japan,0.27,5148781948478.17,0.94,47609019987.34,,0.33,5347812922664.73,0.20,4.10128E+12
2019,Canada,1.88,1742015045482.31,1.28,22204408440.09,,2.32,1719638539211.23,2.42,1.42214E+12
2019,Russian Federation,2.03,1687448525466.61,3.83,65201335848.36,,1.26,1633927975465.61,-0.19,1.31211E+12
2019,United States,2.16,21433224697000.00,3.43,734344100000.00,,1.98,21708650000000.00,1.87,1.81958E+13
2019,United Kingdom,1.67,2878673912414.44,2.01,56856133066.01,,2.52,2862006503513.51,,
2019,Brazil,1.41,1877824273720.78,1.41,25906871196.75,,1.52,1827526207376.14,1.85,1.61006E+12
2019,India,4.04,2870504096717.77,2.52,71468900524.30,,4.16,2843265469943.72,4.71,2.48956E+12
2019,Mexico,-0.18,1269433932805.91,0.52,6650808254.07,,-0.41,1232520571232.79,0.98,9.88698E+11
2019,South Africa,0.11,387934574098.17,0.98,3435736037.10,,0.39,378250733672.93,1.28,2.84723E+11
2019,China,5.95,14279937467431.00,1.73,240332555458.15,,6.12,14239928203346.70,3.80,1.1732E+13
2019,World,2.60,87568054060440.90,2.19,1859927966296.32,,2.67,87532713747250.20,2.28,7.24882E+13
2020,Germany,-4.57,3846413928653.71,1.40,52764761199.13,,-4.97,3953466258964.99,,
2020,France,-7.86,2630317731455.26,2.07,52747064858.09,,-8.36,2671813716093.39,,
2020,Italy,-8.94,1888709443687.48,1.57,28921342756.18,,-8.60,1911916584229.11,,
2020,Japan,-4.59,5057758958706.64,1.00,49148557003.29,,,,,
2020,Canada,-5.23,1645423407568.36,1.42,22754847129.01,,-5.06,1627048914857.45,,
2020,Russian Federation,-2.95,1483497784867.60,4.26,61712537168.94,,-2.00,1448704617346.39,,
2020,United States,-3.40,20953030000000.00,3.74,778232200000.00,,-3.58,21286637000000.00,,
2020,United Kingdom,-9.40,2759804061837.07,2.25,59238462250.00,,-10.23,2723174554778.90,,
2020,Brazil,-4.06,1444733258971.65,1.44,19736347758.59,,-3.33,1417068693062.22,,
2020,India,-7.25,2660245248867.63,2.88,72887446604.30,,-7.25,2635412344092.96,,
2020,Mexico,-8.31,1073915880822.50,0.57,6116376582.28,,-8.79,1037040166520.83,,
2020,South Africa,-6.43,335442101366.42,1.07,3150828880.25,,-5.67,329818707620.71,,
2020,China,2.35,14722730697890.10,1.75,252304223741.31,,1.91,14618341351727.30,,
2020,World,-3.29,84746978784172.80,2.36,1928852478357.60,,-3.36,84747279323839.70,,
